feature_id,blank_1,blank_2,blank_3,blank_4,group1_1,group1_2,group1_3,group1_4,group2_1,group2_2,group2_3,group2_4,group3_1,group3_2,group3_3,group3_4,group4_1,group4_2,group4_3,group4_4
feature_793,0,0,0,0,0,0,0,0,1696,1282,1192,958,0,420,214,262,4850,3278,2816,2108
feature_794,0,0,0,0,78,0,558,342,542,390,1540,850,0,106,0,50,168,324,3302,4678
feature_795,0,0,0,0,0,122,178,122,1450,1056,886,936,0,0,0,0,1120,1694,1010,1112
feature_796,0,0,0,0,0,0,0,0,994,936,892,888,0,0,0,0,2280,1116,1704,676
feature_797,0,0,0,0,0,0,0,0,2474,1982,2586,2040,0,0,0,184,11432,8600,10816,6660
feature_798,0,0,0,0,136,0,0,0,1730,1466,1814,978,0,0,0,100,1244,3258,1414,1850
feature_799,0,0,0,0,0,0,0,0,1138,1180,1682,840,0,0,0,0,1452,2618,982,1508
feature_800,0,0,0,0,0,0,0,0,1166,774,1336,818,0,0,0,0,1016,2106,1110,1314
feature_801,0,0,0,0,0,0,0,158,1690,2308,2016,1032,0,0,0,0,1304,3204,0,2752
feature_802,0,0,0,0,530,870,352,756,942,842,446,1074,486,804,810,1050,1024,512,792,846
feature_803,0,0,0,0,438,92,0,0,662,606,714,656,0,130,0,0,1446,2006,1110,968
feature_804,0,0,0,0,488,0,462,158,3118,3986,1264,1070,0,0,0,0,378,398,0,0
feature_805,0,0,0,0,392,0,380,266,7966,5998,5594,4766,0,246,0,140,5566,5042,3770,3670
feature_806,0,0,120,0,1200,538,736,376,736,482,312,478,222,318,0,304,1184,1256,1164,1860
feature_807,0,0,0,0,0,0,0,0,354,438,426,330,72,0,0,0,0,2100,1450,1566
feature_808,0,0,0,0,1068,0,1074,182,4350,3538,4668,2966,0,0,0,0,3298,6976,2630,4806
feature_809,0,0,0,0,18390,11144,11840,5336,600,788,832,958,0,1198,0,840,0,0,0,0
feature_810,0,0,0,0,0,0,0,0,0,0,208,0,146,606,174,508,0,0,0,226
feature_811,0,0,0,0,3230,2122,2100,1024,0,0,148,258,0,292,0,234,0,0,0,0
feature_812,0,0,0,0,0,0,0,0,3074,2824,2636,2170,0,68,0,0,2116,4454,1558,2000
feature_813,0,0,0,0,0,0,0,0,350,202,304,0,0,0,0,0,2766,3530,1790,2440
feature_814,0,0,0,0,0,0,0,0,0,1888,2170,1296,0,0,0,0,1592,2810,0,1450
feature_815,0,0,0,0,680,636,596,196,2248,2724,2412,2392,0,38,0,0,1412,4070,996,2810
feature_816,0,0,0,0,0,0,114,0,982,744,882,586,0,0,0,0,8442,15222,6672,9574
feature_817,0,0,0,0,224,0,0,0,1112,1104,828,664,0,0,0,44,1096,1300,612,1186
feature_818,0,0,0,0,1512,362,726,0,1822,2438,1730,1512,0,76,0,0,2230,3226,1128,1884
feature_819,0,0,0,0,0,0,0,0,0,0,3746,3292,0,0,0,0,2196,2486,1294,1082
feature_820,0,0,0,0,0,162,174,0,1318,1472,1126,1120,0,416,0,0,972,1868,920,2292
feature_821,0,0,0,0,0,0,0,0,1796,1730,1752,1556,0,0,0,0,4126,3390,3360,1632
feature_822,0,0,0,0,0,0,276,224,1420,408,1510,2022,0,0,0,0,304,444,2240,4506
feature_823,0,0,0,0,0,236,132,0,1238,2216,1560,1994,0,0,0,0,1726,2790,1108,2072
feature_824,0,0,0,0,0,0,0,0,200,0,1066,852,0,0,0,0,2350,1484,1960,1410
feature_825,0,0,0,0,0,0,216,94,1052,1184,1280,1082,0,0,0,62,748,0,0,1112
feature_826,0,0,0,0,150,0,0,78,2098,2838,2126,2142,0,0,0,0,5832,3452,4404,4586
feature_827,0,0,0,0,1904,1786,1758,1268,2060,2646,1720,2402,0,780,0,702,5704,8078,5032,8650
feature_828,0,0,0,0,1834,1010,2432,436,9576,6142,8458,4366,400,1604,216,1220,6832,7906,3762,4592
feature_829,0,0,0,0,0,0,0,0,2148,2602,0,1874,0,0,0,0,1474,3074,1320,2266
feature_830,0,0,0,0,742,464,492,368,4378,5222,5396,4048,242,610,0,412,4722,5782,3988,3526
feature_831,108,292,180,180,386,0,180,310,1450,1348,1472,0,0,170,156,0,906,1190,1346,1100
feature_832,0,0,0,0,0,0,0,0,11602,14882,1606,1520,0,0,0,0,1912,2528,492,988
feature_833,0,0,0,0,272,206,0,0,1166,1002,1406,880,0,0,0,0,1452,0,808,1746
feature_834,0,0,0,0,0,68,0,0,0,742,460,674,0,0,0,0,7200,4102,7098,3534
feature_835,0,0,0,0,56,0,0,0,1368,1690,1238,1368,0,0,0,0,1522,1084,826,722
feature_836,260,70,50,96,1550,656,1158,326,2914,2208,2790,1250,198,632,0,406,2628,3174,2098,1822
feature_837,0,0,0,0,394,0,162,152,2462,2538,2058,1324,0,236,0,0,0,5744,1968,4466
feature_838,0,0,0,0,0,0,256,0,1558,0,1220,1776,0,0,0,0,1114,0,918,1148
feature_839,0,0,0,0,0,0,0,0,2340,1870,2492,0,0,0,128,0,804,1270,982,858
feature_840,0,0,0,0,348,96,0,0,1390,1528,1044,902,0,64,0,0,1732,3222,1366,2274
feature_841,366,394,348,476,1118,970,1114,520,862,1646,768,1016,736,1216,642,680,1074,950,978,674
feature_842,0,0,0,0,0,530,416,178,5754,5580,4460,5002,0,0,0,0,0,0,0,0
feature_843,0,0,0,0,0,0,0,0,984,2188,1290,1432,0,0,0,0,3632,1870,1722,1092
feature_844,0,0,0,0,4318,1474,3212,716,4066,3740,4674,2772,0,84,0,0,0,0,350,0
feature_845,0,0,0,0,0,0,0,0,1790,0,2102,986,0,0,0,0,946,1388,872,1124
feature_846,0,0,0,0,878,538,788,344,2116,2496,2858,1058,354,566,0,194,1230,670,858,530
feature_847,122,100,204,238,254,164,0,172,1386,0,1468,876,210,276,204,140,1118,0,0,0
feature_848,0,0,0,0,0,104,0,0,1776,2710,582,856,0,0,0,0,3938,3230,622,688
feature_849,0,0,0,0,0,0,0,0,20834,45072,3076,3738,0,0,0,0,2016,4892,116,652
feature_850,0,0,0,0,0,0,0,0,494,0,518,0,0,0,0,0,1010,2286,838,1464
feature_851,0,0,0,0,216,170,344,100,2774,2160,70,1376,232,2474,0,1190,344,726,368,624
feature_852,0,0,0,0,0,0,870,232,2432,1594,3312,5206,0,0,0,92,226,862,3034,1538
feature_853,0,72,0,0,58,0,368,164,792,488,1462,2378,0,0,66,0,742,516,1194,1578
feature_854,0,0,0,0,468,0,0,194,3408,3832,3390,3850,0,0,0,0,660,916,694,688
feature_855,0,0,334,232,404,1936,624,348,1144,1034,1040,956,600,406,534,508,616,444,352,376
feature_856,0,0,0,0,352,0,0,148,4268,4748,2770,3568,0,0,0,0,2094,6218,1526,4440
feature_857,0,0,0,0,0,0,0,0,714,654,690,482,0,0,0,0,1032,2330,698,1180
feature_858,0,0,0,0,502,468,390,226,1150,972,916,784,0,256,0,122,1154,1816,272,1578
feature_859,0,0,0,0,702,608,712,302,2874,0,2196,3220,876,530,530,514,0,756,1050,1306
feature_860,0,0,0,0,298,186,310,342,2382,2892,2598,1124,0,0,66,0,1706,4482,1516,2730
feature_861,0,0,0,0,0,198,0,0,3084,3124,1530,852,0,0,0,0,1612,3010,1318,1502
feature_862,0,0,0,0,396,0,0,0,3616,3462,2038,1592,0,0,0,0,3004,5480,2554,3702
feature_863,0,0,0,0,364,0,338,0,0,0,0,0,222,168,308,0,494,0,336,0
feature_864,0,0,0,0,346,0,0,130,1400,1302,1444,1338,0,408,90,0,1412,1456,860,1038
feature_865,0,0,0,0,1048,1038,1014,524,2510,2300,1760,2154,528,1714,0,744,1768,1828,1716,1592
feature_866,0,0,0,0,0,0,180,0,2870,2912,2242,2308,0,0,0,0,868,684,532,388
feature_867,0,0,0,0,0,0,322,0,1650,1090,1092,1058,0,0,0,0,0,0,620,1894
feature_868,0,0,0,0,0,134,0,0,0,0,2070,258,0,0,0,0,946,0,830,0
feature_869,0,0,0,0,486,242,450,432,3556,2012,2944,2126,196,0,0,288,490,312,594,660
feature_870,0,0,58,0,2212,3250,1502,1512,5656,6198,1644,2178,296,392,0,438,18340,15640,7570,9756
feature_871,0,0,0,0,0,86,0,0,584,452,592,472,128,166,0,0,2726,1614,2006,2250
feature_872,0,0,0,0,232,116,276,98,1958,2040,2266,1760,128,298,108,84,888,810,438,0
feature_873,0,0,0,0,292,0,0,0,1262,1116,1084,902,0,0,0,0,900,1888,674,1024
feature_874,0,0,0,0,0,0,0,0,948,684,1002,506,0,0,0,0,2034,1600,1856,1270
feature_875,62,68,0,0,186,0,0,0,1870,2364,2040,1784,0,0,0,0,728,0,0,944
feature_876,3116,2014,2144,2308,2226,4164,2578,2630,2084,2804,1942,3692,2390,2734,2434,3494,3096,3164,2844,3210
feature_877,0,0,0,0,0,0,0,0,1734,798,1024,856,0,0,0,0,708,1376,560,714
feature_878,0,796,746,0,0,0,0,842,1576,1030,976,1044,0,0,0,0,1746,2446,1032,2290
feature_879,0,0,0,0,682,372,634,0,1456,1254,892,800,0,0,0,0,1692,3916,1596,3230
feature_880,0,0,0,0,0,0,0,0,1348,2104,1082,0,0,0,0,0,608,1144,0,1220
feature_881,666,680,612,632,4596,2820,3736,2016,3874,5310,3808,4006,2770,2356,2268,1240,3762,2270,2456,1762
feature_882,0,0,0,0,2870,1122,1928,504,0,0,0,0,0,646,0,350,200,234,0,0
feature_883,0,0,0,0,0,60,0,0,2800,3480,2646,2298,0,0,0,0,1930,3448,1760,3162
feature_884,0,0,0,0,1504,1292,1888,1718,58,90,156,0,520,438,590,382,118,288,328,626
feature_885,0,0,0,90,3934,3090,3608,2888,552,358,530,224,1172,0,1118,1002,498,1502,460,1334
feature_886,0,0,0,0,1244,598,1088,0,2970,1840,2286,1412,0,0,0,0,302,0,142,0
feature_887,0,0,0,0,398,374,432,334,5410,2608,5476,2412,58,1434,0,772,5644,4286,4742,0
feature_888,0,0,0,0,974,602,1024,240,476,734,534,508,104,368,186,172,1308,936,1110,628
feature_889,0,0,0,0,0,0,0,0,3428,2418,3416,1796,0,0,0,0,4746,5286,3746,4944
feature_890,0,0,0,0,6900,4286,5608,2624,0,424,412,326,0,0,0,0,0,0,0,0
feature_891,0,0,0,0,0,0,0,0,2256,1976,1666,1632,0,0,0,0,1070,1844,846,996
feature_892,0,0,0,0,0,138,272,194,704,1260,0,884,0,0,0,86,750,1154,628,1022
feature_893,0,0,0,0,5632,4450,5764,2920,440,406,598,424,1546,3374,1166,1946,1166,1138,826,940
feature_894,0,0,0,0,0,0,0,0,1260,1230,990,1034,0,0,0,0,470,390,214,148
feature_895,120,0,120,126,90,180,118,128,1328,1472,1796,2072,224,208,282,136,934,988,884,0
feature_896,0,0,0,0,0,0,0,0,6242,4542,4778,3516,0,0,0,0,816,696,830,694
feature_897,0,0,0,0,0,0,0,0,1200,1042,1302,1190,0,0,0,0,0,460,0,32
feature_898,0,0,0,0,190,0,0,0,4538,5302,4210,0,0,90,314,0,3118,2216,0,1690
feature_899,0,0,0,0,0,0,0,0,0,1092,1036,1104,0,0,0,0,1094,808,650,0
feature_900,0,0,0,0,0,0,0,0,4300,3246,4036,3726,0,0,0,0,0,1906,2136,1472
feature_901,0,0,0,0,0,0,0,0,1040,1526,880,1078,0,0,0,0,0,1410,462,922
feature_902,0,0,0,0,0,0,0,0,2396,3430,2964,1674,0,0,0,0,1136,766,1082,492
feature_903,0,0,0,0,0,0,0,0,944,1146,1258,1416,0,0,0,0,1072,1356,1490,1250
feature_904,0,0,0,0,0,0,0,0,594,476,468,0,424,160,134,0,0,336,536,536
feature_905,0,0,0,0,0,0,0,0,2106,1490,1672,1266,0,0,0,0,740,1430,366,1010
feature_906,0,0,0,0,0,0,0,0,1876,2258,1370,0,0,0,0,106,0,0,0,1032
feature_907,0,0,0,0,0,0,0,0,1526,0,1940,1376,0,0,0,0,3404,2106,2384,0
feature_908,0,0,0,0,306,0,206,0,1398,1042,1590,638,0,0,0,0,1084,1836,754,1394
feature_909,0,0,0,0,170,154,116,0,24490,46016,13038,17848,0,0,0,0,1702,6314,1032,4180
feature_910,0,0,0,0,0,0,0,0,0,0,0,246,78,0,72,0,1338,1994,804,1476
feature_911,250,0,122,134,116,0,0,184,1592,834,1158,752,96,0,60,66,2630,2916,1616,1666
feature_912,0,0,0,0,916,1212,794,536,0,0,0,0,0,678,120,408,1104,1276,762,656
feature_913,0,0,0,0,104,0,0,0,2848,2128,2736,1878,0,0,0,0,578,126,778,384
feature_914,0,0,0,0,0,0,0,0,1586,1256,1492,660,0,0,0,0,1132,1126,902,1274
feature_915,0,0,0,0,1250,852,1056,638,5098,4224,3820,2908,0,0,0,0,850,0,648,716
feature_916,0,0,0,0,0,0,0,0,1166,1092,468,1072,0,0,0,0,0,804,604,998
feature_917,0,0,0,0,324,358,268,132,608,416,446,346,1116,1074,790,672,0,678,682,446
feature_918,0,0,0,0,802,486,0,0,1392,2296,1154,1428,0,0,0,0,2952,4458,1500,3098
feature_919,148,438,238,0,2874,1572,2616,1254,3318,3054,2706,2338,390,2214,0,732,3568,6624,2744,3656
feature_920,0,0,0,0,786,324,432,380,1314,774,730,0,448,1664,340,980,466,0,508,262
feature_921,0,0,0,0,1480,1120,1092,556,1480,2164,1116,1990,0,918,112,814,3002,2256,2800,1974
feature_922,0,0,0,0,0,296,594,0,2154,1666,0,1424,0,226,0,238,2666,4366,1948,2882
feature_923,0,0,0,0,1274,744,1002,740,1372,1196,994,1358,806,1198,594,1044,2688,1884,2630,2158
feature_924,0,0,0,0,470,342,462,0,294,0,0,0,1096,1176,1096,864,414,298,0,238
feature_925,0,0,0,0,0,0,0,0,0,176,0,0,180,0,0,0,0,0,0,0
feature_926,0,0,0,0,442,0,0,370,0,0,0,0,1760,1804,1154,1068,110,0,216,0
feature_927,0,0,0,0,154,0,0,0,2998,2052,2938,2226,0,0,0,0,1616,3600,928,2952
feature_928,0,0,0,0,3644,2122,2940,1224,770,980,0,584,0,0,0,0,92,0,0,0
feature_929,0,0,0,0,332,96,194,0,5466,3702,3126,0,0,344,0,192,1876,2094,1284,1190
feature_930,262,102,294,92,222,154,152,128,1128,872,826,536,202,116,114,160,1178,1326,1030,662
feature_931,0,0,0,0,0,0,0,0,4024,3410,3934,3334,0,0,0,0,2268,1036,1982,1654
feature_932,0,0,0,0,584,556,546,0,0,378,0,0,1336,1324,776,574,0,0,84,0
feature_933,0,0,0,0,0,0,0,0,534,532,446,454,0,0,0,0,1254,1586,1504,1056
feature_934,0,0,0,0,0,0,0,0,2024,0,1472,1334,0,0,0,0,846,0,722,756
feature_935,0,0,0,0,0,182,0,184,250,826,0,540,280,574,348,432,1256,354,830,392
feature_936,0,0,0,0,1358,0,892,0,984,1184,948,998,0,0,0,34,2302,3300,2536,2070
feature_937,0,0,0,0,0,0,0,0,536,790,1184,0,0,0,0,0,1056,2224,826,1546
feature_938,0,0,0,0,428,336,0,0,1076,1470,576,714,0,0,0,0,1530,1578,644,1204
feature_939,0,0,0,0,958,444,512,0,2142,2076,1696,0,142,202,112,136,2594,4758,1312,3152
feature_940,0,0,0,0,176,0,0,0,2180,3326,2404,2736,0,0,0,0,2736,2600,1966,1494
feature_941,0,0,70,0,0,0,0,102,1038,906,824,660,0,0,0,0,1890,1864,1832,1686
feature_942,0,0,0,0,308,272,198,0,578,418,476,0,0,0,0,0,1032,1342,472,740
feature_943,0,0,0,0,420,678,438,390,820,910,590,692,1614,1298,1054,972,0,220,0,0
feature_944,0,0,0,0,216,0,194,0,1050,0,1260,638,74,0,0,0,762,346,360,570
feature_945,0,0,0,0,0,0,0,0,13410,11824,11508,7642,0,540,0,0,532,860,642,582
feature_946,888,900,1006,770,5432,3494,5102,2242,6686,8762,5416,6286,4044,2878,2902,2320,6712,3880,3446,2250
feature_947,0,0,0,0,814,538,628,460,1544,1954,1364,1308,64,456,260,280,1862,1608,1526,2006
feature_948,0,0,0,0,104,0,0,0,1406,1554,1004,920,94,0,0,0,0,772,580,652
feature_949,0,0,0,0,0,0,0,0,888,1162,834,832,0,0,0,0,4578,4106,2580,2734
feature_950,0,0,0,0,122,0,104,106,1920,1990,0,876,138,0,0,0,2526,3814,750,1546
feature_951,0,1032,0,0,1036,0,0,0,4962,5846,1084,1566,0,0,846,0,6162,10862,2736,4384
feature_952,0,0,0,0,0,0,406,0,276,0,100,410,0,232,0,178,1086,1272,980,1218
feature_953,0,0,0,0,0,0,0,0,1390,1236,1120,1086,0,146,0,0,976,976,788,1006
feature_954,396,300,414,312,1050,502,1248,460,730,472,444,502,572,1092,932,588,672,608,738,1106
feature_955,0,0,0,0,206,60,0,0,1504,1324,890,784,0,0,0,0,1596,3726,1570,1934
feature_956,0,0,0,0,1598,1218,1156,804,1838,1982,2062,1390,914,798,762,782,1524,1540,1218,1484
feature_957,304,180,302,282,292,406,188,264,222,408,230,388,312,324,322,364,0,0,204,256
feature_958,0,0,0,144,290,408,174,232,1550,2906,2010,1854,80,0,236,100,1968,2942,1614,3134
feature_959,0,0,0,0,0,0,122,0,1736,2066,970,1610,0,0,0,0,1244,2274,1210,2940
feature_960,0,0,0,0,858,584,520,0,0,1204,812,0,0,366,0,204,1320,2132,810,1852
feature_961,0,0,0,0,0,0,0,0,4928,4694,4096,4120,116,434,130,252,1402,874,1594,1214
feature_962,0,0,0,0,0,0,0,0,512,0,486,176,0,0,0,0,0,0,106,0
feature_963,0,0,0,0,406,0,342,188,1964,2060,2136,1148,0,0,0,0,1722,1998,1202,1532
feature_964,0,0,0,0,0,0,0,186,1688,0,1786,0,318,0,0,0,0,0,0,0
feature_965,0,0,0,0,0,0,110,0,1442,1810,1334,1166,56,0,0,0,988,2654,706,2192
feature_966,0,0,0,0,0,0,0,0,0,790,378,1006,124,420,50,224,2174,1424,2072,1430
feature_967,114,0,0,0,424,118,384,152,710,532,642,594,0,274,0,0,11594,9566,8072,5500
feature_968,0,0,0,0,0,236,0,204,196,416,0,0,48,0,0,56,278,0,364,360
feature_969,0,0,0,0,0,0,0,0,2194,1022,1246,1254,0,0,0,0,350,0,0,0
feature_970,0,0,0,0,0,0,0,0,2094,1926,2246,2078,0,0,0,0,614,704,258,686
feature_971,0,0,0,0,552,410,442,226,0,0,0,0,0,2892,0,1498,0,188,0,138
feature_972,0,0,0,0,0,0,0,0,738,522,508,370,0,0,0,0,2196,1790,2080,932
feature_973,0,0,0,0,0,0,0,0,2378,1758,2192,1434,0,0,0,0,3160,1824,3078,1770
feature_974,0,0,0,0,0,0,0,0,1628,726,1174,592,0,0,0,0,3942,3428,2960,2808
feature_975,0,0,0,0,0,0,0,0,51866,68712,38158,60032,0,0,0,0,11528,13414,8538,13574
feature_976,0,0,0,0,0,0,0,0,3424,3880,2760,3308,0,0,0,0,4254,3754,3462,3318
feature_977,1500,1674,1942,1802,1424,1780,1396,1620,0,1410,1288,1548,1734,1702,1952,1610,1194,1486,1186,1194
feature_978,0,0,0,0,0,0,0,0,3654,5430,2756,4318,0,0,0,0,538,726,500,644
feature_979,0,0,0,0,0,0,0,0,2994,3888,2190,3872,0,0,0,0,312,694,532,912
feature_980,0,0,0,0,0,0,0,0,1210,1146,1016,1082,0,0,0,78,76,238,0,210
feature_981,4920,5230,5288,4862,5548,5710,5624,7432,6872,5726,5642,5808,7474,5530,5676,5544,7338,6966,6230,0
feature_982,0,0,0,0,3936,1046,2056,598,0,0,0,0,0,0,0,0,268,398,0,288
feature_983,0,0,0,0,164,0,0,0,1262,1000,1180,582,0,0,0,0,1508,2708,1056,2618
feature_984,0,0,0,0,0,0,0,0,1642,678,1752,754,0,170,0,0,888,1726,894,1346
feature_985,72,54,0,0,298,128,0,0,2384,1302,1860,1200,362,562,158,96,3226,2620,2570,2874
feature_986,0,0,0,0,686,0,696,260,518,320,712,348,682,2446,0,630,484,556,276,340
feature_987,162,268,206,0,144,0,196,122,0,384,0,170,146,218,290,154,0,0,304,244
feature_988,0,0,0,0,2550,0,1804,422,2292,0,2602,998,0,0,378,1662,410,582,300,454
feature_989,0,0,0,0,0,0,0,0,1150,1246,1030,922,0,0,0,0,17862,19260,13830,11278
feature_990,0,0,0,0,4320,2440,4712,1542,3200,3406,4874,2794,5016,18242,2330,9414,3152,2506,2752,2030
feature_991,330,630,620,650,3992,3082,3832,1854,3886,5612,3736,3096,2808,2302,2306,1430,3604,2570,2242,2204
feature_992,54,156,112,0,104,262,326,0,132,0,0,0,104,152,250,124,1016,1364,1144,1490
feature_993,0,0,0,0,0,138,0,64,470,0,0,262,0,92,134,132,0,1062,1256,970
feature_994,0,0,0,0,514,384,0,0,1502,1506,1308,818,188,1016,0,448,590,796,756,0
feature_995,0,0,0,0,0,208,136,92,8848,9472,8922,5812,158,332,192,124,1372,1364,984,902
feature_996,0,0,0,0,0,0,0,0,486,0,348,266,0,98,0,0,1068,1248,764,1070
feature_997,0,0,0,0,0,270,0,0,678,0,594,0,126,416,126,168,102,0,184,0
feature_998,0,0,0,0,1178,288,956,74,6260,824,3344,1262,438,3642,230,1786,532,0,472,422
feature_999,0,0,0,0,1184,1078,1304,464,198,870,0,842,480,1344,442,1002,624,584,350,270
feature_1000,0,0,0,0,234,0,130,0,606,778,464,496,0,0,0,210,1036,1404,788,1622
feature_1001,0,0,0,0,118,0,0,122,398,500,546,388,386,288,446,0,1342,1676,1018,1882
feature_1002,0,0,0,0,0,0,0,0,1022,1388,1312,1394,0,112,0,0,546,568,0,0
feature_1003,132,200,66,128,1896,1264,1460,798,516,766,580,728,134,748,192,490,1150,1402,750,1642
feature_1004,0,0,0,0,122,0,196,216,2976,3052,3386,2322,0,0,0,116,1454,806,1156,574
feature_1005,0,0,0,0,3120,1690,2542,1088,4998,3120,5154,2500,1144,5472,770,2882,0,1004,630,0
feature_1006,0,0,0,0,2248,1274,2154,0,2578,0,2744,1068,0,4256,774,3076,0,720,0,0
feature_1007,0,0,0,0,0,742,1338,446,0,1094,0,756,504,1900,0,0,366,406,0,456
feature_1008,0,0,0,0,0,0,90,0,1974,1708,1506,1066,0,0,0,132,1568,1440,1208,406
feature_1009,0,0,0,0,1868,726,0,522,1504,972,0,1004,586,1696,0,1658,444,578,432,0
feature_1010,0,0,0,0,0,350,0,0,1230,728,1270,452,0,1868,96,0,396,0,120,0
feature_1011,0,0,0,0,1336,640,1052,0,1098,656,730,660,0,0,0,1116,278,282,164,296
feature_1012,0,0,0,0,1412,604,1168,414,1550,0,0,0,812,2634,278,1210,408,454,448,0
feature_1013,0,0,0,0,1102,796,0,438,1290,760,1336,664,386,0,248,938,362,302,608,0
feature_1014,0,0,0,0,1170,580,668,198,0,588,1280,642,506,1762,234,1312,286,328,150,348
feature_1015,0,0,0,0,612,226,502,382,2510,2104,2002,2820,2730,730,2618,620,2142,1574,1532,1214
feature_1016,0,104,0,152,156,144,272,90,1728,1064,892,1024,122,284,106,0,938,828,0,626
feature_1017,1144,916,214,646,3966,2708,706,480,666,974,312,246,1412,1874,392,230,704,280,148,240
feature_1018,0,0,0,0,0,0,128,0,1264,1330,1228,912,0,0,0,0,2222,1904,1178,1680
feature_1019,0,0,0,0,0,0,0,0,2952,2006,2502,1808,0,174,0,274,0,0,0,0
feature_1020,0,0,0,0,0,0,56,0,1592,1008,1052,1114,0,0,0,0,2490,2440,2010,1950
feature_1021,558,490,536,526,2764,2650,2542,1314,3206,3796,3192,3664,2402,1954,1784,1152,2576,1900,1828,1600
feature_1022,0,0,0,0,502,214,250,0,0,0,0,0,0,0,1420,204,0,0,0,0
feature_1023,0,0,0,0,404,0,494,0,568,0,0,0,1172,882,1326,256,0,292,0,0
feature_1024,0,0,0,0,124,0,204,0,0,0,0,0,170,0,130,0,0,0,0,0
feature_1025,0,0,0,0,0,0,0,0,2106,1396,2340,1914,0,0,0,96,214,262,0,0
feature_1026,0,0,0,0,284,118,192,0,1078,762,954,806,0,0,0,0,1330,2754,768,2734
feature_1027,0,0,0,0,0,0,0,50,1796,1206,1380,1396,0,0,0,0,1796,1656,1094,1372
feature_1028,0,0,0,0,1128,384,1128,1314,0,0,0,0,0,78,88,58,0,0,1044,3564
feature_1029,232,936,212,580,0,810,232,308,996,1032,1082,604,692,810,366,508,1048,904,874,842
feature_1030,0,0,0,0,412,0,0,310,2792,2598,2904,2760,192,358,70,346,1838,2708,1944,2220
feature_1031,0,0,0,0,0,0,0,0,1600,2882,1682,1574,0,0,0,0,0,150,372,420
feature_1032,0,0,0,0,374,0,216,0,0,0,144,0,228,0,196,0,0,0,0,0
feature_1033,0,0,0,0,0,148,124,194,244,384,216,238,0,0,0,0,1680,1748,980,1206
feature_1034,0,0,0,0,2386,0,0,782,3824,0,1560,2554,2072,5478,1002,3664,4378,0,0,0
feature_1035,1316,772,526,632,432,982,442,124,422,402,384,408,518,574,484,0,1762,1094,1820,842
feature_1036,0,0,0,0,0,0,310,0,0,0,212,0,114,0,76,190,1060,1288,1084,1000
feature_1037,0,0,0,46,342,0,432,418,4190,3178,7742,8738,110,322,74,214,952,822,982,1076
feature_1038,0,0,0,120,84,264,0,0,0,0,0,0,0,0,0,202,0,0,0,126
feature_1039,0,0,0,0,1220,662,1040,534,202,0,0,232,276,5362,0,2388,0,0,0,0
feature_1040,400,372,478,0,1870,1574,1950,1056,2628,2394,2588,1974,1680,1678,1244,746,1990,2208,1116,846
feature_1041,0,0,0,0,0,0,454,124,1230,1158,1014,1152,0,0,0,0,2056,2252,2090,3436
feature_1042,0,0,0,0,0,0,0,0,308,298,0,0,94,128,136,0,1634,1858,1438,1106
feature_1043,0,0,0,0,5002,2890,3462,2700,3424,1734,2286,1610,750,2828,688,3050,164,340,190,232
feature_1044,0,0,0,0,152,0,224,0,0,78,0,0,102,0,0,0,0,0,0,0
feature_1045,0,0,0,0,0,0,0,0,136,178,142,0,126,0,254,0,338,366,334,540
feature_1046,0,0,0,0,400,156,0,92,1952,1252,0,1232,366,494,0,0,0,0,824,612
feature_1047,0,0,0,0,0,0,42,0,2230,2724,1312,2066,0,0,0,0,1184,936,838,906
feature_1048,0,0,0,0,11610,5044,8772,1762,0,892,0,1252,8748,30760,5588,11408,112,0,0,0
feature_1049,0,0,0,0,0,0,0,0,2266,1816,2044,1548,0,212,0,0,4816,2858,5090,2098
feature_1050,0,0,0,0,13656,4622,12626,3182,0,1228,908,1132,15678,34074,7898,18104,396,0,272,582
feature_1051,0,0,0,0,874,496,0,378,0,0,256,116,992,0,838,1278,0,0,0,0
feature_1052,0,0,0,0,0,0,0,0,0,0,164,0,0,0,228,0,1720,1122,1494,946
feature_1053,0,0,0,0,0,0,0,0,1522,1044,0,428,0,276,0,0,0,392,0,0
feature_1054,0,0,0,0,0,62,0,0,1254,1298,1090,790,0,122,0,0,796,840,0,636
feature_1055,0,0,0,0,1002,496,896,0,1418,1442,1272,1098,0,522,220,0,1610,2632,792,1126
feature_1056,4132,1238,322,292,696,3044,300,0,74,124,292,0,944,1044,612,0,196,100,58,0
feature_1057,0,0,0,0,0,0,0,0,608,586,0,418,0,0,84,0,2012,2206,1180,1546
feature_1058,0,0,0,0,564,0,0,0,2042,2442,2540,2116,360,688,0,0,0,1914,1044,790
feature_1059,0,0,0,0,3682,2254,4744,0,34108,24592,34204,24266,3082,9880,0,4488,16256,24774,14054,15680
feature_1060,0,0,0,0,2398,1970,2570,1056,28874,20096,25370,18382,1530,5656,740,1946,12952,17472,11092,11166
feature_1061,0,0,0,0,628,120,0,300,2100,1662,2364,0,250,0,138,436,0,1820,0,1200
feature_1062,0,0,0,0,0,498,0,290,0,0,0,0,0,152,0,184,0,0,0,0
feature_1063,0,0,0,0,2676,1124,2260,0,4990,6228,3772,3578,676,390,0,0,2100,3046,914,1104
feature_1064,0,0,0,0,308,0,0,0,1880,1458,1262,1350,130,0,0,306,2764,1696,1730,1970
feature_1065,0,0,0,0,0,234,0,288,176,142,0,0,102,336,104,390,0,48,54,0
