feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oudebeek_1,oudebeek_2,oudebeek_3,oudebeek_4,oudebeek_5,oudebeek_6,oudebeek_7,oudebeek_8,oudebeek_9,oudebeek_10,oudebeek_11,oudebeek_12,oudebeek_13,oudebeek_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random35,0.142247954,0.859821714,0.979075792,0.955502427,0.609389731,0.729907241,0.777107906,0.075739045,0.530446156,0.279534895,0.039858045,0.334095318,0.598079694,0.606292079,0.707230502,0.637765009,0.329187331,0.08341219,0.542793946,0.006900508,0.431778758,0.550211482,0.335698628,0.727090461,0.086133256,0.363548693,0.570386583,0.102687162,0.390258259,0.1527077,0.813508563,0.556319766,0.512275948,0.97633866,0.812072292,0.747463467,0.203827512,0.390382432,0.379124356,0.183138394,0.620071779,0.807373873,0.260535315,0.011134755,0.708161693,0.676686552,0.832052696,0.861403447,0.474264104,0.079297713,0.528272042,0.467441754,0.67656439,0.71872865,0.128928223,0.013520213,0.601404882,0.9864121,0.774525698,0.105694925
random36,0.413361211,0.769811653,0.62144798,0.661056007,0.3990202,0.710896584,0.630125132,0.698596846,0.104181219,0.022960037,0.868325825,0.492687327,0.487629319,0.659344811,0.222505847,0.104216803,0.885595669,0.866064788,0.895201354,0.880546134,0.265862007,0.80596565,0.14554657,0.410377504,0.508504011,0.153109072,0.21378355,0.226749824,0.508970954,0.583905367,0.675592208,0.24164172,0.801175926,0.977277986,0.834388468,0.888756651,0.796320977,0.127896898,0.448711272,0.441679194,0.419146267,0.447061646,0.142330325,0.478394033,0.145349214,0.228091108,0.939510379,0.946485736,0.417607267,0.918626498,0.452673437,0.961496301,0.322017103,0.861580936,0.664059928,0.864638903,0.100013451,0.03275519,0.394016269,0.819748726
random37,0.793978925,0.276453015,0.460654976,0.021118253,0.861397964,0.893692692,0.638101892,0.137636899,0.461980313,0.652243866,0.98343059,0.267771736,0.636743005,0.849383762,0.701506916,0.98551132,0.402361848,0.489093463,0.680091503,0.597264905,0.41535391,0.804097244,0.836056471,0.113022589,0.164727098,0.049662081,0.861204923,0.140681139,0.442569256,0.962400983,0.096800132,0.721553836,0.869677847,0.553565727,0.556957572,0.17128911,0.98074079,0.081209388,0.752081598,0.796569789,0.191844301,0.458322154,0.839374905,0.759154887,0.787150696,0.11899228,0.841476523,0.861879818,0.123824791,0.400185034,0.552889243,0.162856972,0.70125083,0.270489251,0.438839684,0.345641253,0.022679543,0.019594399,0.525362211,0.855537071
random38,0.291967789,0.249605561,0.309080233,0.812475165,0.073653349,0.721380422,0.034213205,0.56653811,0.951556841,0.033310965,0.054869451,0.411677646,0.366009709,0.847405947,0.58031762,0.115063838,0.642390175,0.543702405,0.314539852,0.345246683,0.777005718,0.030754961,0.803936938,0.449705031,0.51462052,0.83291733,0.378434827,0.471550761,0.739867424,0.308805291,0.170240706,0.388677402,0.698178098,0.90975793,0.924278762,0.839593223,0.496261215,0.793056991,0.253797087,0.067157616,0.644575901,0.72499995,0.792479121,0.083978266,0.337266555,0.217578935,0.084563697,0.369870909,0.382140409,0.539157261,0.980700442,0.611494032,0.110289722,0.482857366,0.877858003,0.833995959,0.993109473,0.762722848,0.928520509,0.877581226
random39,0.994424903,0.892002266,0.198835124,0.259963429,0.288037171,0.67530708,0.132482978,0.290735004,0.013216912,0.663807134,0.568594002,0.470797027,0.495768761,0.904937345,0.446446895,0.164042308,0.341765954,0.439808087,0.458108445,0.681953032,0.432156841,0.055807474,0.520834402,0.063058685,0.395961914,0.073648681,0.400366032,0.102447514,0.600159724,0.774832201,0.34166485,0.772370948,0.52925148,0.391344608,0.644673016,0.44681864,0.292865949,0.649403983,0.876106872,0.968590197,0.416489143,0.629924946,0.484356299,0.111300426,0.49008902,0.691689501,0.172611547,0.844164613,0.561529612,0.983189092,0.469590877,0.775322152,0.617268855,0.336749345,0.794178336,0.549788045,0.647680725,0.941469829,0.553045351,0.04420082
random4,0.347633005,0.570328417,0.497370263,0.113123521,0.762036934,0.250162932,0.789306072,0.901725736,0.814909979,0.426144551,0.725894097,0.511375601,0.093687649,0.861904661,0.55412633,0.796822985,0.768106887,0.681088621,0.246060419,0.33527714,0.421758847,0.350371245,0.117190125,0.781366216,0.41419749,0.746564538,0.502267642,0.327200877,0.933455109,0.467487713,0.646561977,0.237266492,0.614185144,0.799540836,0.738691842,0.871805385,0.984830498,0.413386107,0.175759496,0.45427819,0.704738075,0.308100989,0.006279016,0.528300293,0.801315033,0.707315829,0.106754651,0.644761345,0.233719561,0.386945631,0.156010382,0.122342657,0.087736841,0.56470934,0.401300511,0.272693116,0.935878817,0.005561941,0.36344181,0.476934685
random40,0.209826311,0.608922278,0.246095862,0.915559374,0.174962563,0.562418176,0.862148981,0.23271484,0.806710611,0.957045737,0.264617746,0.189893627,0.246757555,0.990756722,0.556507776,0.834773738,0.714821729,0.211316305,0.150346111,0.432814131,0.886878008,0.711998867,0.524254409,0.795531205,0.91252356,0.038255074,0.656138613,0.031746036,0.69417507,0.947643175,0.412417391,0.088080983,0.466565535,0.096344011,0.640209798,0.27760857,0.764489158,0.523027113,0.412879233,0.692611663,0.308294139,0.087434981,0.384950875,0.313882537,0.514533865,0.290792678,0.377842695,0.606555553,0.092335479,0.20566408,0.786050124,0.246685661,0.117023475,0.097962974,0.243850172,0.890498874,0.548656738,0.536348465,0.975370131,0.584842434
random41,0.945422531,0.814876841,0.544506702,0.378854645,0.791933965,0.814371099,0.231670566,0.718306825,0.000386734,0.328617051,0.320666362,0.099561418,0.799270519,0.655795874,0.060051895,0.829375962,0.335703518,0.268570942,0.141603996,0.003238727,0.110234656,0.698086735,0.152845819,0.595166901,0.31214784,0.013508354,0.237639833,0.519789795,0.209882529,0.970235292,0.642230676,0.59255711,0.736207645,0.167328832,0.725427687,0.947926419,0.287840932,0.448344278,0.176309138,0.671135486,0.305972218,0.736575014,0.922459826,0.919399653,0.007289705,0.218165556,0.410120028,0.264740054,0.139523752,0.057893174,0.842646514,0.26939991,0.956931564,0.009742152,0.31124475,0.289086174,0.376952182,0.252810221,0.897353048,0.544131219
random42,0.422268335,0.824864514,0.288475963,0.987141166,0.269970825,0.970140183,0.078374856,0.746150699,0.46060481,0.737038744,0.773556466,0.166167824,0.772633813,0.981520334,0.831564843,0.159465917,0.480634541,0.975557409,0.091768175,0.860224619,0.620135541,0.900934889,0.719514529,0.180079255,0.541155648,0.439887397,0.140412629,0.143236833,0.381443515,0.811790899,0.950413493,0.53020812,0.422260668,0.371585963,0.497759093,0.851717838,0.781461443,0.171049549,0.852589741,0.354189795,0.856858968,0.416087964,0.387398684,0.190177641,0.358949009,0.607161404,0.83019099,0.214623932,0.082433591,0.427707108,0.891269468,0.969251574,0.823151216,0.71587905,0.464917774,0.135557964,0.616146867,0.395963225,0.767086047,0.469166142
random43,0.180150516,0.683346982,0.483185569,0.641269412,0.553304634,0.146901386,0.644172869,0.544103478,0.04819295,0.007412317,0.767185393,0.288436601,0.287444749,0.515142103,0.224158507,0.398660757,0.118376528,0.374347637,0.975551426,0.921769601,0.161002251,0.709690423,0.453821787,0.457837596,0.595483338,0.859995405,0.736099645,0.667289938,0.899255181,0.150186499,0.014824065,0.939849987,0.51287187,0.405089825,0.168118771,0.546854293,0.613469556,0.778935012,0.377429797,0.380980512,0.41058894,0.689782887,0.764957869,0.342753163,0.004620723,0.340416819,0.115953564,0.172794924,0.409169622,0.313464611,0.292674332,0.356546681,0.678931163,0.005065314,0.713836106,0.209642468,0.999833796,0.007644574,0.608192026,0.937161012
random44,0.639857525,0.047935596,0.156536347,0.279845431,0.04101477,0.621473307,0.562649112,0.175258419,0.480345744,0.584027103,0.431108471,0.541961293,0.369365772,0.885389837,0.555908912,0.411751429,0.147253266,0.291787354,0.223909057,0.824012842,0.181105371,0.845693972,0.621014904,0.797309815,0.094223351,0.452285653,0.121770302,0.757888575,0.517842597,0.869117571,0.829481354,0.023799658,0.767576785,0.524896485,0.61203538,0.941412937,0.61552341,0.249752946,0.530566324,0.234022756,0.671102991,0.193299806,0.323674274,0.274046284,0.596020445,0.879245301,0.168224344,0.396770555,0.638406562,0.577340054,0.189066418,0.185271179,0.248683389,0.421052894,0.841082085,0.21601428,0.221153084,0.471491055,0.879138611,0.037302496
random45,0.540069185,0.953009532,0.881012391,0.793245543,0.251971074,0.007868975,0.792365129,0.553721708,0.132166851,0.876938198,0.956925215,0.468857228,0.879252908,0.54328051,0.15527619,0.999990312,0.009243141,0.37031355,0.631034228,0.191415813,0.50954802,0.427755875,0.964875836,0.969838366,0.446407767,0.635827007,0.599809138,0.166143764,0.161289839,0.16734625,0.425451512,0.978463144,0.270613736,0.439413792,0.203231972,0.983886689,0.982632525,0.938316649,0.497551092,0.790624144,0.980030887,0.707947847,0.436194927,0.111624784,0.630443532,0.276742468,0.01945238,0.403197339,0.610434036,0.780287183,0.547347744,0.875411675,0.314112745,0.259146676,0.341687828,0.280088374,0.540600193,0.631786289,0.209902193,0.698902004
random46,0.396696147,0.444698831,0.137192161,0.156165036,0.334499697,0.212113789,0.524977183,0.493553597,0.483785164,0.252012643,0.507006158,0.788134919,0.237966847,0.894864539,0.852402209,0.125469699,0.730693692,0.741127721,0.849369496,0.121510109,0.576609181,0.347163489,0.256342162,0.119423065,0.479075199,0.037679799,0.297962637,0.972343777,0.899439518,0.622048401,0.636001857,0.62467285,0.10569245,0.610834543,0.62573601,0.643102836,0.435651782,0.532717437,0.026414139,0.742727902,0.436310464,0.12451077,0.454094559,0.053733285,0.713383232,0.158236201,0.0751381,0.399192678,0.270138744,0.979622382,0.896835702,0.331864904,0.092982016,0.142617216,0.463416048,0.106667475,0.303340944,0.353355439,0.163440525,0.825828786
random47,0.162667991,0.851928118,0.10277706,0.027976523,0.167384,0.722448185,0.176882299,0.240877872,0.993800004,0.491590801,0.601092226,0.873121591,0.055924098,0.00437926,0.213060213,0.855409292,0.377978035,0.768445514,0.487711944,0.803167453,0.654813575,0.222989577,0.490560548,0.316855976,0.674545556,0.23293517,0.476906524,0.796301694,0.205590834,0.727387565,0.510761047,0.781513821,0.482026296,0.668026014,0.001388085,0.049334411,0.712423803,0.089231646,0.512741866,0.555498558,0.3686035,0.615806723,0.641476444,0.570151435,0.489172541,0.459606951,0.062894643,0.586561532,0.359657079,0.52456777,0.212946955,0.916577539,0.960509132,0.89704667,0.837401701,0.993989218,0.526521505,0.313594028,0.119589131,0.754313082
random48,0.382093174,0.598811512,0.501728438,0.331762217,0.085737936,0.703168736,0.552323963,0.029754986,0.272426451,0.745884963,0.975721483,0.286139639,0.183602977,0.207870112,0.624293393,0.224851545,0.449054909,0.898505951,0.789923318,0.238716391,0.282521091,0.926157812,0.771098805,0.814117816,0.149889931,0.448043173,0.395207117,0.08906698,0.859853941,0.512428574,0.550279624,0.326461287,0.10869429,0.217810509,0.156283638,0.332728564,0.029693796,0.469084569,0.436959685,0.403003108,0.957310632,0.653311565,0.965092537,0.664274999,0.060953952,0.95590701,0.971410294,0.195855484,0.912458018,0.093723995,0.284144667,0.405271575,0.636162532,0.911670842,0.735831344,0.39341349,0.636253922,0.342591262,0.863973346,0.318786574
random49,0.809533177,0.179951623,0.255743,0.662552932,0.457518414,0.072209018,0.368776289,0.922039837,0.347938156,0.559469629,0.699262929,0.845417921,0.020608552,0.486657769,0.756222257,0.73751485,0.328359569,0.153933605,0.956008015,0.561633191,0.04284232,0.04492541,0.166877354,0.324314551,0.182783265,0.01242954,0.632898135,0.949777257,0.261675244,0.98159813,0.013552594,0.382230569,0.897514306,0.662781248,0.700221367,0.737740854,0.955069274,0.559299798,0.469002831,0.660220076,0.071111104,0.975333844,0.72071937,0.268449553,0.524197501,0.424291599,0.196217119,0.275228955,0.073199381,0.195059044,0.141082929,0.614071268,0.284401937,0.018226577,0.633164258,0.135861666,0.821823923,0.584617208,0.523148375,0.555385765
random5,0.754061026,0.276941634,0.406388271,0.90444748,0.361114396,0.81317321,0.81845448,0.785491856,0.596048605,0.275225398,0.211491535,0.056704164,0.44436811,0.694787697,0.698578948,0.263150484,0.010407802,0.248933088,0.988043099,0.329634998,0.513507296,0.619087089,0.12278841,0.434972532,0.397907838,0.326175037,0.69789475,0.022786781,0.395458395,0.891019421,0.905482794,0.81544385,0.160708127,0.251791078,0.066796808,0.323517921,0.672139799,0.502841574,0.648521078,0.220113387,0.792097225,0.268565278,0.883863531,0.124859155,0.099736921,0.955264033,0.347108234,0.914947982,0.353491987,0.251723159,0.373330746,0.921958945,0.352071574,0.411681759,0.480021719,0.717103136,0.233091384,0.642609679,0.384782897,0.645860562
random50,0.978118019,0.870248454,0.343073019,0.534859929,0.508969501,0.047236728,0.796657348,0.567778353,0.362781398,0.755855676,0.076900157,0.414366744,0.584933263,0.920700188,0.689418939,0.51118689,0.240445888,0.60367181,0.954118042,0.660959354,0.516118109,0.41479423,0.454514838,0.460743425,0.931388672,0.295749391,0.974218355,0.905511553,0.416189719,0.107280844,0.055747744,0.279918816,0.028378093,0.477363124,0.1332764,0.179235734,0.511568404,0.680568864,0.069688375,0.300589975,0.841623009,0.751981138,0.602932759,0.534694951,0.766622706,0.494470107,0.997670869,0.124917927,0.534917827,0.128205903,0.93462036,0.152905658,0.020706832,0.158254547,0.571708358,0.878377172,0.354109205,0.816911287,0.972544158,0.801028589
random51,0.262435791,0.760628117,0.269509221,0.022163191,0.19695345,0.235592631,0.221351064,0.329656985,0.73644941,0.92662083,0.086012448,0.709752665,0.448604245,0.935653874,0.12180769,0.48083099,0.897333185,0.766166431,0.673458192,0.90595097,0.905455263,0.255941467,0.062316647,0.18427263,0.155896504,0.647887251,0.571165523,0.857776057,0.679383824,0.013986826,0.652673657,0.117255477,0.257496091,0.918502634,0.41974804,0.514837955,0.345046832,0.82953549,0.505247964,0.51094186,0.826951621,0.710193328,0.08119638,0.015286047,0.305877043,0.482761796,0.975387602,0.742060461,0.452603537,0.882160153,0.091316792,0.964438486,0.735900697,0.923035746,0.473628363,0.758269425,0.551098821,0.602023656,0.477985273,0.379323461
random52,0.90504677,0.160901326,0.866205693,0.847464906,0.715289484,0.223485724,0.640962347,0.273470209,0.328607574,0.127246592,0.196856171,0.541364524,0.414724984,0.168988891,0.213765892,0.97470339,0.678647307,0.840374414,0.895670762,0.352151954,0.631840006,0.849456609,0.484776385,0.697734017,0.251973992,0.183813128,0.200517588,0.62572984,0.3269545,0.83385207,0.418694223,0.859625848,0.794793316,0.900731537,0.58536513,0.416630117,0.088927609,0.40864864,0.456524461,0.013560428,0.85494171,0.090082644,0.659890766,0.923138344,0.67908977,0.613727241,0.562256833,0.391075868,0.628125295,0.296870605,0.45203957,0.06202452,0.493489324,0.253970842,0.583941612,0.363336945,0.506301907,0.889938551,0.373532176,0.251376127
random53,0.930523483,0.155973619,0.219444254,0.891079333,0.039276387,0.644570849,0.78346013,0.160445682,0.053456529,0.269843932,0.374181953,0.756174571,0.860450951,0.97646725,0.250094531,0.229315643,0.228098996,0.992266041,0.807973196,0.129692014,0.803046492,0.052226102,0.446129767,0.778973837,0.304746343,0.153996745,0.225163254,0.266874105,0.303848547,0.978412046,0.552735088,0.72312301,0.649021328,0.013033218,0.43917081,0.70942916,0.516252167,0.291918755,0.178698234,0.953693757,0.796665546,0.883932204,0.919532202,0.583563812,0.923616319,0.681293196,0.667556782,0.173733106,0.925192581,0.748228815,0.600964358,0.758161434,0.419756067,0.48357192,0.629906372,0.041588525,0.541417514,0.99591968,0.147657071,0.320783114
random54,0.821538631,0.220421147,0.580412113,0.711162691,0.319784731,0.511177951,0.075860431,0.784343264,0.311624561,0.616143478,0.743200407,0.276662438,0.913330305,0.107459924,0.137154222,0.959758767,0.598927713,0.255476343,0.774614074,0.608616345,0.318172651,0.165776502,0.399707108,0.940035108,0.073651214,0.927018832,0.716459388,0.577215165,0.157069074,0.374160967,0.986647393,0.408606298,0.783201453,0.226746619,0.141889388,0.241898273,0.853695838,0.019713125,0.987843831,0.979116924,0.244273922,0.397515178,0.065882636,0.705950821,0.923350743,0.643239503,0.784507661,0.712006737,0.797662954,0.918577637,0.365557165,0.486500132,0.931388156,0.029123977,0.72313855,0.271742441,0.065928741,0.531775132,0.425410907,0.013993164
random55,0.93616118,0.547024918,0.085899582,0.535106242,0.675864109,0.606724495,0.061525138,0.74564172,0.445413512,0.435119586,0.496821399,0.795375188,0.332508949,0.629084805,0.241332411,0.863345003,0.123032646,0.372597858,0.396085131,0.835220306,0.771004253,0.674936642,0.358333419,0.453183828,0.55231729,0.045989747,0.500583358,0.40482614,0.099049319,0.824136398,0.784647495,0.777117381,0.056872495,0.715254541,0.095361529,0.371426266,0.810377005,0.13135894,0.982808397,0.119435635,0.269068838,0.20212887,0.439363169,0.674730626,0.502591432,0.883785993,0.376499807,0.264079696,0.004590101,0.423756327,0.251848724,0.001717957,0.537296634,0.670792437,0.023636201,0.453345479,0.250431272,0.154113612,0.930442619,0.988345401
random56,0.004917799,0.307035235,0.587790917,0.781286385,0.04064264,0.873507557,0.761421422,0.328576298,0.815435587,0.615878682,0.823838666,0.826115115,0.970233963,0.018891477,0.576589073,0.367070331,0.661371466,0.498342999,0.967522313,0.733292727,0.157757078,0.337795358,0.780187572,0.299565504,0.911638928,0.677054258,0.263049798,0.292025933,0.681354423,0.844023795,0.477285267,0.970597974,0.090096463,0.701832393,0.977416632,0.005570434,0.433469001,0.463961658,0.413766882,0.826561819,0.952240291,0.9351478,0.640991806,0.00661152,0.054332077,0.051125214,0.420107435,0.632431132,0.780134529,0.861532124,0.256589422,0.587088225,0.790594359,0.201550394,0.326663575,0.151998363,0.271024944,0.504534969,0.525366739,0.2758467
random57,0.577343617,0.519853783,0.033013727,0.725581703,0.383225767,0.663186347,0.574133094,0.955001835,0.349237193,0.92688304,0.585337924,0.756623653,0.883223597,0.546868964,0.656630762,0.384940958,0.92341727,0.943282061,0.871259566,0.883890086,0.813336584,0.400342336,0.928457637,0.184916598,0.983817259,0.00933206,0.09518163,0.214067073,0.617362347,0.290179588,0.871587672,0.034251884,0.765168448,0.746668836,0.985426857,0.41657136,0.751144866,0.247110337,0.178231619,0.4332707,0.852058285,0.731260322,0.947078133,0.359141664,0.381944738,0.884454979,0.003915781,0.156524994,0.868816561,0.121040097,0.37907823,0.252854932,0.421186485,0.641311621,0.375418831,0.915896856,0.826683176,0.838269144,0.735976652,0.239248707
random58,0.826038432,0.951601271,0.39181634,0.334726528,0.847963455,0.995446912,0.493219611,0.428680979,0.067318271,0.99483834,0.294665081,0.593685207,0.124941699,0.473857662,0.327623325,0.163008341,0.476525721,0.086817142,0.348914181,0.218956985,0.919623875,0.257732226,0.657199086,0.823648549,0.5438667,0.331586494,0.402027037,0.329375415,0.45278368,0.029960873,0.98632085,0.599923623,0.327178608,0.942161145,0.19464066,0.392928025,0.679810501,0.176095451,0.933162606,0.274221995,0.782580604,0.295406483,0.324915893,0.560074808,0.70425559,0.712250874,0.676753048,0.919677596,0.153196605,0.486075312,0.937339779,0.492511298,0.916835663,0.380986183,0.064137586,0.050455805,0.760409005,0.627214799,0.830367084,0.851468392
random59,0.207107475,0.78038751,0.876345096,0.609784291,0.909917061,0.908186675,0.447584587,0.269183183,0.869067872,0.978936275,0.086130572,0.547661798,0.037591507,0.437200239,0.343813885,0.320782916,0.217148146,0.853667096,0.523934309,0.369624107,0.881068066,0.788463898,0.778122281,0.795306367,0.919770906,0.994042996,0.278084735,0.310100907,0.963370962,0.566681774,0.698807201,0.904472367,0.846152532,0.959887298,0.600729538,0.578423922,0.971860887,0.496895259,0.146652488,0.206281497,0.087592817,0.35417516,0.401600741,0.565889135,0.127486468,0.778925796,0.318435715,0.92815058,0.412484748,0.900540756,0.507356324,0.367834002,0.142790004,0.885195843,0.854804942,0.01105247,0.370327867,0.853268288,0.588873846,0.962111272
random6,0.546653647,0.344357072,0.779338295,0.549019135,0.598205052,0.070098552,0.960499041,0.873370023,0.372064718,0.561539632,0.538993829,0.63852971,0.422778745,0.849757694,0.317116406,0.622196231,0.261227328,0.711748644,0.473308899,0.003624061,0.295665248,0.372378523,0.651381433,0.264578992,0.000699989,0.964375336,0.915412444,0.623933309,0.968196736,0.954799067,0.992813148,0.760079942,0.88079297,0.601707628,0.586419246,0.856218733,0.837345417,0.369760845,0.79793815,0.228167118,0.110072199,0.566372466,0.068775169,0.494544963,0.315043362,0.848659083,0.850166898,0.183545548,0.300486693,0.038988911,0.012288759,0.551504364,0.408418021,0.54953956,0.203490276,0.101646556,0.759893162,0.194239605,0.662360762,0.920290065
random60,0.912413789,0.554942934,0.305318325,0.33895255,0.102280771,0.703328916,0.038112451,0.284507669,0.133589837,0.220439004,0.254193538,0.959266383,0.543481568,0.875154254,0.289816616,0.048333286,0.482065321,0.724383384,0.742946573,0.559620864,0.775573321,0.564738798,0.629953011,0.661116402,0.966174358,0.407644956,0.007638769,0.926124063,0.344438277,0.586277023,0.975062698,0.455878252,0.435202733,0.143618787,0.050392107,0.089285325,0.841088004,0.517530082,0.483761242,0.852115478,0.441457026,0.959457996,0.54483699,0.858470977,0.347684898,0.635585326,0.65644197,0.181709277,0.647728222,0.107904637,0.248874873,0.870529149,0.208720182,0.855675459,0.342649995,0.405993969,0.866475641,0.360005626,0.007737005,0.846836841
random61,0.786268595,0.576023867,0.751254522,0.254498263,0.312287645,0.013186712,0.110817422,0.927921012,0.126768004,0.821032273,0.404208738,0.739969832,0.812581741,0.105614717,0.870183948,0.108235297,0.326643115,0.211477016,0.022583276,0.695929899,0.269006863,0.965828337,0.972066425,0.702336201,0.793967385,0.511208691,0.396384241,0.583334617,0.089049926,0.915025328,0.968521117,0.933893698,0.545502591,0.368167911,0.199657177,0.279619945,0.000963831,0.225564798,0.430668853,0.835937183,0.590512464,0.709131107,0.396636711,0.189523338,0.95855736,0.800071869,0.523435656,0.808522279,0.453147143,0.836773218,0.692018379,0.417646683,0.934138157,0.524806438,0.882451,0.004496562,0.26884282,0.053974576,0.196100581,0.754711896
random62,0.696619098,0.90889753,0.097956163,0.644930703,0.877820882,0.205588528,0.637369996,0.02566316,0.360487207,0.413479192,0.011263514,0.388151902,0.253969734,0.156161055,0.258345766,0.169920734,0.594239562,0.519028544,0.298078587,0.006896336,0.180351403,0.632440846,0.756180816,0.511244223,0.282451105,0.744758667,0.419960371,0.975527849,0.652906258,0.556973376,0.173092504,0.798666215,0.530854929,0.886735063,0.713329568,0.090261141,0.50073348,0.300061881,0.851993186,0.472614838,0.979008065,0.218118626,0.597542543,0.286413593,0.599144905,0.184252545,0.604475597,0.35991778,0.011525123,0.270763045,0.47836723,0.04257547,0.582316072,0.616118365,0.283150263,0.67081701,0.019801802,0.808769938,0.624921246,0.404461245
random63,0.179099201,0.735559702,0.143905101,0.108865606,0.443299586,0.493412348,0.392113435,0.745845063,0.576960958,0.496896851,0.357420497,0.202579387,0.710873503,0.96843249,0.701642805,0.309500789,0.234707572,0.58492207,0.486729258,0.717797928,0.631183259,0.087937237,0.375262296,0.605425736,0.338583234,0.900058661,0.532480916,0.126036987,0.422930128,0.918794347,0.931310259,0.246350747,0.4948033,0.231151148,0.224876754,0.520787779,0.328213541,0.115065136,0.174432999,0.325987546,0.784488051,0.560011315,0.39698856,0.074151704,0.998853917,0.567415747,0.15367938,0.763510645,0.485566612,0.291556236,0.272648921,0.039036906,0.482715397,0.309931952,0.888517157,0.128222228,0.692237597,0.950517866,0.084388239,0.411291767
random64,0.772392454,0.520632556,0.019051257,0.100404047,0.579228528,0.040078959,0.72859554,0.280339235,0.401770963,0.865655179,0.336166001,0.196890327,0.442489255,0.058715305,0.233745534,0.247671998,0.948042687,0.198463382,0.285093633,0.031800093,0.182692157,0.052367272,0.699932613,0.149242977,0.520015681,0.334293106,0.958462807,0.975331211,0.395737384,0.990489015,0.468671584,0.054859445,0.778703603,0.364523977,0.028320143,0.753487436,0.77428477,0.558572194,0.796892869,0.173986118,0.360305847,0.53789974,0.271814468,0.284798818,0.522076311,0.42018606,0.675733065,0.43741502,0.324010992,0.472848442,0.664597671,0.88840508,0.995387127,0.146949807,0.761363963,0.70627013,0.940917596,0.034489439,0.04711211,0.849593977
random65,0.707626877,0.545765179,0.544556695,0.589761953,0.184960293,0.380686037,0.705781284,0.448532888,0.846051919,0.54955666,0.227242997,0.955105108,0.696512303,0.993428098,0.229564623,0.432373452,0.022353851,0.688430073,0.927820812,0.497918127,0.372672754,0.09309903,0.575142196,0.481128084,0.8064266,0.922432067,0.597119377,0.012823371,0.614801603,0.764266277,0.042700127,0.314638364,0.013995863,0.35845543,0.851722791,0.414776074,0.979915647,0.650666118,0.005686589,0.556391452,0.849276642,0.409247299,0.563542201,0.999939828,0.455477519,0.960321538,0.139746344,0.994062826,0.278942091,0.064727595,0.594427734,0.398383351,0.246399568,0.34072644,0.273036162,0.031203211,0.283502696,0.653960081,0.652047993,0.945191233
random66,0.073843433,0.92963184,0.629670547,0.953933781,0.670780829,0.778693208,0.97069203,0.137140489,0.126359706,0.821731506,0.917038714,0.581011639,0.648676927,0.847913761,0.107443114,0.495924194,0.129550576,0.803058343,0.297014726,0.930690296,0.131359663,0.084806829,0.362293882,0.798244146,0.532836388,0.711536423,0.160424047,0.961364609,0.636387048,0.645154626,0.006530272,0.497040927,0.74032075,0.202648074,0.727812481,0.015838538,0.755994325,0.988073773,0.301532886,0.001624568,0.546968861,0.113766537,0.080362338,0.062604499,0.426717555,0.31428611,0.817843992,0.991670752,0.887051043,0.030362453,0.791948471,0.849371151,0.190446601,0.956902453,0.134100067,0.149523794,0.91653331,0.197889944,0.646316404,0.508474034
random67,0.238268873,0.537496283,0.092075526,0.065514185,0.324529781,0.87551933,0.663061105,0.248793893,0.746153514,0.975124853,0.549475267,0.176103174,0.741976182,0.5044829,0.019895224,0.232138572,0.979919779,0.282599516,0.191649526,0.064582927,0.181465172,0.474662133,0.688436486,0.290655123,0.630025497,0.053462242,0.455430291,0.8359894,0.144177479,0.305788143,0.442283905,0.900930515,0.442278716,0.303115931,0.695546636,0.712599857,0.281283716,0.982126517,0.928009455,0.059979042,0.067088366,0.685254768,0.602234587,0.931183928,0.772248134,0.450432031,0.307927421,0.829403322,0.260919089,0.484562191,0.513825392,0.017738525,0.285322658,0.951392681,0.988610854,0.53785654,0.752461652,0.424939882,0.582616123,0.88433494
