feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random161,0.589012945,0.61677646,0.314170357,0.252546707,0.256805993,0.243431143,0.883448748,0.61680585,0.093743087,0.947226572,0.060587707,0.905732831,0.940152226,0.138763484,0.231643996,0.524537634,0.612520265,0.463603995,0.588048171,0.547558215,0.477072531,0.096780596,0.838318349,0.198552311,0.762105208,0.598293682,0.481807317,0.925172511,0.399173536,0.797022356,0.575657181,0.37114643,0.539911581,0.870944535,0.747379082,0.443578861,0.14323805,0.923296688,0.000436033,0.702520214,0.599385572,0.05848593,0.85434997,0.002187297,0.152090484,0.757611208,0.017989506,0.315996443,0.058289835,0.855106019,0.946360344,0.177202653,0.286590414,0.313761611,0.798160102,0.009559655,0.885410953,0.515788736,0.235615174,0.194662615
random162,14,10,92,63,86,72,37,17,53,85,59,54,55,7,54,3,39,42,38,49,28,98,7,69,0,97,3,27,49,45,35,70,78,59,33,47,55,20,75,52,73,35,77,41,71,1,93,57,62,51,7,40,19,64,15,1,73,48,35,10
random163,10,2,2,5,9,1,2,9,10,1,8,2,6,10,1,1,1,8,3,5,10,10,4,3,9,1,6,10,3,3,6,10,10,4,1,9,5,8,7,5,3,4,8,9,3,9,3,7,2,0,6,9,1,3,1,1,6,3,10,10
random164,0.227762790,0.192341890,0.085496439,0.723146848,0.752861129,0.760354580,0.757864623,0.139128508,0.059957104,0.620718747,0.698051247,0.653864225,0.691547700,0.894528831,0.580140543,0.456754061,0.476099383,0.869126141,0.951943578,0.819515806,0.433046134,0.582040973,0.229172255,0.261764581,0.531354125,0.672899859,0.519382264,0.083109501,0.298773613,0.008495350,0.672191657,0.173543231,0.638150241,0.148698582,0.876675911,0.490268176,0.109689292,0.356939499,0.430807648,0.668404229,0.469827027,0.854715317,0.358915218,0.844165769,0.262784761,0.446827748,0.540681259,0.973086590,0.342579492,0.668634953,0.842547418,0.911664347,0.528196632,0.685520871,0.863417935,0.405695827,0.353126947,0.449628949,0.352021125,0.221858907
random165,0.440515653,0.229523206,0.751698024,0.891233298,0.859833581,0.012160442,0.312527099,0.475234028,0.894633541,0.295337442,0.622948979,0.002217072,0.536320714,0.579523605,0.539701447,0.592568017,0.261280345,0.479863007,0.083186624,0.952330852,0.201890278,0.021318601,0.326748776,0.79979368,0.001304881,0.44609144,0.826656002,0.710786686,0.126889437,0.14062873,0.058656235,0.984122865,0.38028614,0.337506788,0.17162787,0.407038658,0.989657209,0.484113034,0.234497138,0.656512521,0.037090623,0.497741413,0.469927063,0.758903818,0.335975311,0.135249361,0.189054993,0.515285966,0.395676695,0.237805158,0.639026425,0.264473562,0.333659266,0.878628416,0.709583145,0.847541168,0.003843575,0.530617651,0.607395687,0.936379951
random166,82,31,83,80,53,21,93,5,79,20,84,47,28,19,60,80,51,7,64,84,89,27,51,80,93,12,100,97,69,40,11,28,8,85,27,15,47,92,11,69,91,96,56,37,46,67,75,17,61,87,81,0,83,19,93,98,7,41,7,91
random167,3,1,5,0,8,1,9,10,1,7,7,5,1,7,6,3,1,4,10,7,6,0,0,1,8,8,7,2,2,0,8,2,1,0,10,3,5,9,0,0,9,6,5,7,0,3,4,7,2,0,6,7,0,0,1,7,0,8,2,2
random168,0.317963122,0.853621072,0.646326745,0.737835478,0.285895371,0.638394938,0.943466852,0.236494543,0.808622783,0.431939849,0.640469207,0.754075319,0.736690234,0.493100728,0.056889924,0.365492076,0.897130640,0.423634638,0.108378917,0.883002873,0.909757947,0.819339718,0.234467063,0.059592128,0.005762491,0.801118902,0.947298299,0.957238610,0.003526525,0.117102941,0.623618313,0.891185316,0.626758201,0.143869287,0.934902617,0.860302220,0.538332068,0.569706356,0.989941916,0.876764001,0.395852840,0.107591326,0.321490590,0.755397237,0.183525078,0.004508402,0.976348724,0.762361545,0.518122638,0.564200812,0.311663078,0.981725131,0.633747128,0.170778674,0.934015867,0.036097509,0.997744449,0.179615673,0.212577453,0.554586377
random169,0.618265059,0.381351679,0.900205085,0.41394119,0.994113732,0.359896175,0.330627577,0.186383347,0.410746332,0.73530434,0.992438466,0.859854139,0.743649743,0.322655683,0.806940033,0.736468291,0.705340381,0.686775139,0.30486674,0.56615618,0.402297782,0.40902087,0.645160537,0.451244383,0.626273004,0.612559828,0.396667278,0.455131594,0.591302257,0.668238216,0.526596279,0.440607059,0.67097632,0.235059297,0.997228273,0.322145106,0.919063566,0.275025308,0.802377575,0.127482768,0.47242995,0.592704505,0.339090262,0.918922825,0.154972448,0.731123308,0.472956456,0.640054455,0.176214961,0.316623475,0.445513291,0.482260921,0.923387473,0.799336633,0.264548787,0.902631995,0.607115692,0.598643195,0.846803223,0.176563035
random170,40,31,8,34,75,72,23,77,41,9,86,19,22,50,78,35,59,79,84,26,18,60,79,79,1,50,64,54,92,38,30,81,29,53,28,14,31,52,45,22,16,2,23,96,67,5,40,22,57,27,32,71,11,98,34,57,22,9,41,8
random171,7,5,2,9,7,8,0,3,0,6,4,9,2,3,2,4,0,10,4,4,8,4,0,0,5,0,0,0,6,0,1,8,7,1,6,3,8,2,5,7,2,1,7,7,4,6,6,5,1,3,0,7,5,1,7,2,2,6,5,3
random172,0.979037086,0.893885153,0.511646541,0.898728846,0.044943352,0.722371980,0.628195075,0.616762094,0.482826673,0.292174675,0.562952340,0.679701835,0.685682914,0.701090555,0.438388011,0.702052173,0.302096561,0.106908721,0.683699489,0.588476359,0.921129684,0.365021846,0.147822054,0.535273299,0.768991422,0.319486957,0.667220563,0.161296285,0.590710589,0.304757251,0.304171971,0.381394061,0.474055995,0.289110809,0.583803528,0.971618688,0.226011614,0.719239140,0.645097612,0.229131872,0.513424336,0.635337207,0.517838327,0.004171935,0.305811611,0.941700045,0.455399369,0.923249652,0.165483120,0.605874543,0.864915771,0.562572265,0.432217680,0.409024437,0.030475526,0.004175809,0.515327074,0.980328975,0.998670484,0.936048602
random173,0.599470427,0.776761141,0.910255555,0.101920726,0.818980806,0.221320962,0.834448982,0.036978165,0.060098585,0.631969937,0.092170036,0.409528183,0.269904221,0.152394936,0.629719114,0.989497322,0.002477455,0.179855454,0.975016867,0.08436522,0.921772944,0.529686774,0.15187763,0.541006578,0.01095034,0.01397948,0.605587865,0.933926839,0.444114609,0.274941373,0.933762288,0.033091403,0.988827124,0.227858176,0.256180058,0.119410774,0.460057711,0.389081868,0.240792606,0.324134641,0.124496388,0.550656519,0.46380659,0.219492434,0.613278134,0.202712826,0.249255543,0.501198923,0.050751688,0.834548313,0.517231344,0.965756899,0.827482975,0.050948991,0.848178965,0.049387432,0.930810322,0.280554034,0.263968795,0.753491371
random174,54,72,55,29,26,5,81,89,27,38,15,44,99,66,27,42,86,96,34,100,78,51,2,47,61,85,85,63,42,77,35,97,73,40,51,98,91,84,90,90,4,22,64,77,83,53,15,43,0,32,45,43,71,63,76,81,33,27,19,43
random175,5,4,1,4,3,4,7,9,5,2,7,9,8,4,7,6,6,5,10,2,4,8,6,6,5,8,0,6,2,7,3,2,3,5,5,5,3,3,0,5,0,7,6,3,7,3,1,9,8,8,10,8,5,2,10,8,2,10,2,7
random176,0.226549921,0.429467253,0.434721446,0.906240255,0.680584606,0.139048242,0.075514917,0.423321081,0.085629109,0.025029420,0.613834271,0.043451256,0.167366250,0.822231739,0.105376124,0.743290697,0.176434970,0.434407691,0.155488462,0.605547354,0.848157448,0.370211363,0.801037402,0.601198369,0.412960623,0.863492052,0.842996819,0.690145912,0.729196981,0.754448832,0.552975457,0.279509022,0.372738771,0.193374321,0.700776004,0.354248822,0.151980105,0.176523754,0.561895477,0.317425844,0.840294759,0.685623079,0.010169596,0.285295405,0.716334796,0.323415942,0.290511675,0.151654420,0.031533339,0.713128034,0.781689030,0.279104502,0.406918899,0.845412564,0.776495029,0.611793329,0.251148809,0.986855221,0.711846477,0.176025249
random177,0.023032045,0.343209078,0.147280351,0.701751871,0.497010383,0.556130467,0.833324123,0.653870054,0.952089547,0.436679361,0.646293364,0.329936961,0.589082149,0.185260488,0.502956195,0.879511782,0.953365191,0.837175252,0.850562701,0.572227412,0.408353529,0.339308898,0.428648407,0.683616176,0.802610051,0.06893779,0.821723066,0.268160154,0.538767918,0.666622597,0.999788568,0.391333318,0.148088091,0.298384774,0.184127469,0.06498605,0.019350105,0.912985306,0.983485082,0.79778082,0.517407092,0.61971327,0.670723286,0.344916351,0.318342086,0.09726893,0.897916622,0.656900697,0.077102668,0.164921112,0.616367502,0.068582964,0.563135563,0.389013977,0.492363484,0.829584617,0.37195836,0.372518219,0.465503365,0.620581151
random178,18,80,72,58,21,17,7,25,4,3,39,86,64,18,57,91,56,92,96,57,99,47,79,5,3,78,43,14,85,78,78,0,90,18,33,52,1,34,35,35,4,8,41,32,12,26,23,96,25,36,5,85,89,46,90,2,71,99,55,47
random179,1,8,4,4,1,1,1,4,10,7,3,10,7,0,7,10,8,4,2,1,5,3,3,3,0,4,0,10,10,10,9,6,8,0,3,2,1,0,0,1,8,0,0,5,6,7,5,0,6,9,10,6,0,2,4,0,8,1,5,7
random180,0.960254684,0.349255763,0.785489917,0.366735943,0.562910302,0.769243198,0.783440053,0.767634108,0.990075759,0.547315393,0.690813940,0.710271695,0.862373363,0.211280776,0.927152124,0.798575326,0.267039999,0.278546025,0.729171021,0.295585294,0.213828085,0.758403602,0.389609518,0.712393603,0.953588358,0.311825858,0.999857695,0.575128538,0.938364033,0.670887375,0.037632294,0.728238407,0.916405431,0.481657846,0.047169946,0.573774165,0.467452167,0.857163638,0.664992613,0.745147292,0.938961589,0.713804272,0.232141091,0.197203963,0.772618029,0.876504626,0.699469762,0.743445388,0.995628547,0.383849017,0.377526638,0.135559481,0.348175026,0.472358159,0.661383811,0.734885691,0.405895588,0.649220144,0.944782428,0.743218229
random181,0.815624826,0.315405214,0.227283236,0.587233893,0.208574719,0.718870473,0.625828941,0.8707867,0.447208962,0.751114303,0.814565022,0.660132545,0.360966224,0.643030693,0.84909695,0.868033681,0.517228943,0.820033726,0.080557138,0.937343296,0.372144536,0.256808407,0.075514226,0.08245272,0.807178887,0.314610277,0.759047076,0.772937752,0.954453364,0.174357074,0.643937272,0.535030974,0.532980212,0.275102034,0.830642895,0.145255799,0.126195904,0.069940242,0.687435613,0.12108399,0.298609838,0.739065798,0.921728952,0.225491949,0.340824822,0.245996144,0.675367001,0.637903015,0.856954431,0.768661647,0.577619185,0.91971232,0.916650537,0.637442365,0.554986661,0.175987338,0.881410512,0.707330847,0.164996745,0.578553884
random182,94,80,93,32,22,21,91,14,52,87,65,94,74,92,4,3,46,56,19,71,51,43,77,84,3,73,49,77,9,0,3,0,42,75,37,5,68,93,76,29,89,84,2,47,35,21,9,96,56,65,7,85,4,64,31,100,100,12,51,12
random183,8,0,9,4,8,5,7,9,7,4,8,5,0,0,3,0,4,4,2,0,1,7,1,0,8,8,7,4,3,7,6,10,2,0,3,5,10,9,10,4,7,1,3,8,1,6,10,0,9,5,9,0,5,9,9,7,3,8,8,8
random184,0.529759674,0.793705568,0.324095529,0.316039438,0.719288929,0.009525992,0.920500052,0.376965855,0.163956748,0.132244335,0.978727240,0.752972231,0.758131165,0.434079508,0.391254160,0.126681773,0.913141188,0.386495667,0.064708048,0.678268308,0.114323893,0.279521946,0.966980857,0.485616724,0.606799556,0.389129484,0.702268508,0.180340888,0.986479565,0.255598220,0.939808547,0.399408796,0.430099974,0.760084969,0.220354841,0.238216821,0.508432619,0.942302517,0.217461904,0.690119380,0.975451248,0.282286806,0.238155512,0.476927738,0.821708504,0.607847226,0.268759411,0.954747810,0.952031400,0.679697723,0.620545877,0.984661681,0.306134910,0.814835753,0.081561614,0.258548104,0.736235013,0.534288431,0.371214625,0.682534346
random185,0.195390564,0.612146824,0.976554906,0.895135076,0.126618134,0.808723094,0.168364384,0.038361716,0.575990178,0.597443468,0.180463125,0.208558108,0.263345105,0.363393331,0.570856185,0.67403141,0.138646228,0.02019333,0.185724278,0.05437192,0.594115175,0.750153852,0.498606865,0.600463515,0.343227009,0.534557436,0.07710123,0.916818603,0.951770936,0.311593314,0.5396134,0.532663147,0.145058086,0.806803917,0.052288012,0.021880351,0.413713442,0.12269384,0.454510276,0.515953518,0.120614186,0.913341046,0.882901643,0.721668692,0.833704176,0.949549428,0.122693159,0.478850064,0.481090652,0.819169159,0.860463533,0.989334677,0.916814903,0.888603986,0.056045249,0.49563937,0.320893453,0.979189926,0.977253959,0.914670864
random186,8,82,49,40,25,44,29,19,57,77,68,60,55,8,75,30,82,8,18,71,11,13,64,38,71,39,26,97,51,85,31,3,28,26,48,2,92,67,6,42,24,90,19,63,46,93,14,82,41,19,95,98,50,47,84,11,26,69,71,46
random187,7,9,4,2,9,0,0,3,1,2,4,8,3,5,5,8,7,10,0,9,5,2,2,2,8,1,9,9,5,6,2,2,8,1,10,0,9,10,6,8,9,5,3,5,6,8,10,8,4,3,7,7,3,3,8,2,2,3,1,3
random188,0.400837153,0.491888691,0.166547813,0.082456047,0.525129627,0.504256333,0.421802294,0.166517638,0.286835168,0.637555069,0.620483137,0.045507795,0.013265118,0.261278535,0.078436821,0.065326281,0.635401322,0.725815601,0.170366591,0.578489307,0.221897180,0.592055375,0.363465578,0.654638169,0.240287202,0.439269972,0.728785988,0.434702135,0.525988294,0.021558239,0.810142139,0.083966749,0.331089199,0.297474793,0.128214384,0.069009429,0.350390521,0.832905585,0.446599226,0.201496962,0.164356557,0.539735080,0.633998414,0.803023720,0.874410773,0.007569482,0.649302891,0.181948727,0.471866833,0.144821412,0.893188294,0.717210723,0.923001122,0.018799704,0.777040145,0.054258062,0.662683855,0.279449306,0.443115024,0.164675032
random189,0.254528704,0.014455673,0.566171032,0.077820488,0.483377591,0.282965528,0.179721879,0.875809341,0.421320772,0.216739485,0.260779521,0.349141608,0.85856986,0.690397844,0.166964698,0.673145425,0.636626089,0.013480138,0.639125551,0.137887825,0.482939752,0.56772876,0.551359533,0.486676772,0.697345522,0.128625714,0.363004935,0.443831378,0.065654441,0.362866186,0.981676815,0.066585746,0.682506631,0.078984244,0.90349132,0.78815221,0.938405632,0.231499564,0.36255217,0.55301837,0.090892218,0.606135696,0.311840562,0.870001317,0.74116774,0.855424619,0.350574235,0.443469109,0.558944281,0.904014824,0.848329637,0.556797333,0.240222483,0.005704784,0.350478236,0.958691818,0.425508756,0.235687918,0.875782313,0.377270494
random190,74,29,97,79,75,24,58,20,1,20,47,65,19,65,69,8,17,77,62,27,44,31,74,37,50,5,53,40,90,23,83,18,53,7,95,12,41,78,40,59,77,2,83,30,94,51,73,41,53,49,91,4,72,55,90,56,80,32,52,90
random191,5,5,0,4,3,0,2,1,5,8,2,0,9,5,9,2,3,1,10,3,1,5,10,8,5,10,6,4,2,1,0,0,9,9,2,10,4,1,0,2,5,7,8,10,4,2,1,3,0,4,5,3,1,0,2,6,6,5,8,8
random192,0.242116033,0.233594731,0.727559180,0.469847052,0.438203782,0.188797244,0.047405338,0.486643727,0.290059499,0.805387459,0.982986956,0.032885573,0.137611602,0.295737067,0.764714930,0.645421097,0.642553696,0.296439698,0.283883040,0.287216145,0.848613989,0.579798092,0.847587308,0.412325131,0.461566475,0.185733021,0.900987756,0.460631120,0.435829074,0.211986383,0.615369268,0.159634473,0.311925443,0.860911435,0.994774135,0.036209963,0.515915428,0.994813837,0.764615218,0.966092448,0.213077753,0.455917502,0.635223481,0.393076148,0.208877879,0.944993014,0.712109508,0.668227064,0.006247580,0.227547524,0.228463867,0.106815049,0.132481128,0.493441379,0.728148239,0.942545616,0.547183294,0.125501727,0.840001461,0.166470826
random193,0.747235242,0.685415943,0.404681282,0.313158106,0.704488261,0.669016781,0.360771229,0.612903188,0.901651122,0.821763051,0.350310824,0.877777863,0.386761193,0.424859944,0.043885525,0.750272542,0.262143568,0.444795446,0.504385645,0.737284457,0.69400595,0.539162481,0.209753089,0.881299541,0.202032498,0.6617527,0.085896765,0.073106228,0.201584841,0.328858558,0.260836328,0.25546194,0.059206151,0.753392499,0.671127186,0.121976109,0.793103087,0.550130838,0.125418697,0.030686559,0.683380786,0.254486113,0.163862981,0.665266749,0.624521235,0.563968775,0.575687613,0.922375089,0.26651807,0.451885358,0.586188233,0.60940922,0.663559946,0.266436829,0.54855702,0.465404764,0.468605475,0.088569629,0.675310598,0.603574061
random194,38,32,97,20,74,37,52,53,96,42,49,78,91,94,75,48,69,24,77,8,23,75,5,41,8,27,86,90,4,49,54,61,13,48,38,45,47,84,5,6,43,73,48,88,21,26,87,19,57,24,26,88,81,50,25,59,99,22,46,71
random195,3,9,10,10,10,2,0,1,1,5,6,1,4,6,10,0,0,3,7,0,6,2,6,5,10,10,7,7,4,7,5,4,2,8,1,3,7,0,8,6,10,2,5,3,10,7,2,2,4,10,3,7,8,0,8,0,5,2,6,2
random196,0.218916844,0.947015009,0.396520585,0.749939832,0.067017296,0.445782772,0.449509523,0.120312217,0.391719395,0.943441071,0.388585880,0.476924315,0.749617654,0.757965430,0.988970897,0.749872240,0.980169875,0.503303175,0.858220962,0.332348730,0.675908760,0.827158820,0.882484183,0.675196089,0.069198746,0.726579320,0.349905152,0.007959987,0.179335553,0.452288158,0.927795985,0.313255529,0.056231959,0.819100321,0.060641222,0.103742229,0.540692916,0.005646156,0.965840601,0.419573476,0.945492264,0.317381137,0.456854184,0.129803197,0.803443756,0.663037941,0.937553210,0.778688438,0.422525788,0.701156998,0.916774547,0.246928894,0.397657816,0.049579097,0.806709556,0.008154700,0.115756008,0.066703181,0.368033191,0.444910550
random197,0.28410161,0.499763007,0.261409626,0.582978761,0.987661926,0.88854929,0.382363058,0.551070319,0.978088271,0.779694622,0.541499788,0.850099675,0.268091479,0.002594351,0.739614737,0.89746387,0.309919194,0.620150423,0.10592181,0.817005201,0.967810198,0.749273863,0.341501109,0.357699007,0.036030781,0.150112563,0.466898532,0.629890335,0.205219559,0.044255333,0.766862407,0.912543948,0.926349803,0.248568708,0.117430172,0.731095929,0.982345824,0.801336987,0.553122653,0.1297347,0.001709577,0.204637578,0.514186517,0.757421524,0.474072629,0.662826192,0.403331081,0.855206097,0.656368462,0.185470011,0.470309201,0.44662823,0.627976493,0.123255453,0.921903559,0.24535059,0.072646278,0.204080442,0.547117789,0.340670606
random198,26,41,79,40,21,28,4,52,14,92,54,30,88,23,72,59,99,40,64,83,38,15,8,53,18,6,41,69,26,54,100,34,27,32,58,32,41,19,5,57,73,60,17,76,25,40,73,75,55,49,73,42,39,84,28,88,17,71,67,44
random199,3,3,2,1,3,5,3,6,10,4,5,8,10,2,9,8,5,7,6,7,3,7,10,2,8,6,4,1,2,6,3,7,8,9,0,5,2,5,7,1,3,6,2,6,5,2,9,5,3,4,9,8,10,8,8,4,8,10,4,5
random200,0.894061973,0.493374614,0.114984358,0.246620240,0.173852355,0.754361952,0.847247497,0.903428860,0.016170891,0.291632308,0.656659957,0.305067188,0.588203631,0.399671341,0.910169048,0.992752456,0.091660796,0.994019244,0.443295305,0.762828772,0.647067712,0.854685300,0.211784198,0.584281007,0.094793770,0.625809711,0.427242200,0.126076845,0.220814055,0.336766142,0.899369620,0.351576889,0.004845874,0.787532363,0.008235399,0.859244334,0.485393688,0.533402888,0.578486970,0.224885313,0.925567799,0.282362774,0.871781722,0.276463179,0.349879304,0.023052067,0.462391649,0.801403548,0.174792832,0.502078722,0.517711994,0.237607532,0.892638655,0.566683689,0.686913342,0.018451931,0.248086250,0.176075369,0.070332517,0.511680676
random201,0.726025595,0.520464007,0.159600288,0.129076935,0.237685502,0.997894006,0.304728455,0.562195547,0.99192071,0.288948673,0.214501831,0.38269199,0.927602612,0.714589252,0.328357103,0.185061324,0.320712368,0.206789673,0.929307085,0.364243133,0.178727735,0.44436228,0.900191468,0.791132065,0.75930688,0.928648883,0.490837932,0.610684187,0.567817521,0.330055478,0.409620175,0.180743287,0.148602549,0.879640338,0.020340075,0.839316289,0.858528254,0.559203457,0.238057121,0.981080937,0.099771329,0.637186361,0.361842363,0.320184766,0.482356548,0.774320414,0.471993032,0.974497487,0.630062437,0.734094373,0.952219067,0.003461068,0.280134084,0.667855983,0.572241773,0.692445686,0.39145014,0.910150653,0.492181649,0.550854295
random202,72,10,17,40,8,64,89,40,18,70,85,46,47,70,70,35,43,61,40,15,84,99,15,72,45,0,41,98,70,4,80,58,6,92,52,95,53,30,3,52,52,13,59,9,77,24,64,100,66,28,92,37,40,38,48,95,68,93,3,46
random203,9,7,4,8,6,3,0,4,10,10,6,6,5,7,7,5,0,10,2,3,2,2,4,3,3,10,2,8,9,1,1,9,1,5,5,10,0,0,1,9,2,1,5,7,9,1,6,2,8,0,7,4,4,6,1,6,2,2,1,1
random204,0.230743030,0.477684680,0.435735520,0.446096074,0.813663315,0.129718949,0.584582469,0.279549524,0.399953748,0.596963337,0.739561764,0.639578707,0.390886742,0.861586110,0.094825165,0.015162265,0.431458504,0.520558452,0.579176948,0.094857348,0.390226769,0.065621705,0.885376275,0.314900353,0.537678113,0.649757120,0.729626978,0.021507966,0.521732654,0.548049122,0.815733234,0.072434084,0.274588277,0.665126219,0.175534091,0.535042440,0.179070051,0.901986653,0.212067075,0.006182679,0.707394478,0.466171645,0.411988566,0.550052659,0.913044847,0.981645447,0.521613838,0.205111231,0.854113592,0.140878136,0.413925411,0.905425166,0.455417258,0.829180712,0.982061877,0.453276017,0.924008923,0.598581852,0.265053923,0.448506922
random205,0.817345349,0.65667442,0.05071097,0.014601044,0.362402923,0.962072598,0.968309444,0.974126501,0.574469328,0.573055468,0.7299863,0.99968511,0.398504906,0.962112122,0.742349907,0.395682925,0.431565313,0.886457062,0.992434756,0.36191394,0.88626636,0.366870025,0.514608258,0.494735214,0.181921048,0.592654857,0.098021143,0.892899829,0.716447119,0.510802492,0.943878573,0.706356554,0.202803029,0.66837113,0.639071634,0.505855229,0.428219844,0.406054585,0.552733844,0.654783144,0.002004668,0.292140552,0.356641439,0.663555878,0.732397306,0.844181593,0.556776626,0.581032613,0.436691324,0.179802153,0.453811746,0.714620171,0.362074848,0.818246946,0.251996415,0.360497981,0.546353595,0.549848779,0.698812344,0.273188389
random206,65,8,64,16,49,57,20,51,36,42,29,73,95,0,22,93,87,67,70,4,40,21,65,9,44,18,99,41,80,59,87,18,92,44,27,94,26,47,64,39,30,39,45,42,1,68,53,51,87,90,78,26,45,36,3,35,7,9,3,61
random207,5,0,4,4,2,8,5,3,9,0,5,6,10,8,9,0,3,0,3,6,5,8,7,6,10,3,1,5,7,0,5,10,10,3,7,2,5,1,1,4,7,3,1,8,5,7,1,4,5,0,7,10,5,5,10,6,0,0,0,0
random208,0.082688071,0.759278220,0.408841967,0.955887401,0.869604932,0.705388279,0.032925195,0.663523820,0.657956546,0.554802611,0.106766219,0.315135845,0.895097084,0.465107648,0.063087110,0.032109032,0.279372794,0.138246724,0.458026232,0.762659704,0.191850685,0.538045949,0.009859848,0.504398635,0.102764347,0.307235947,0.658048846,0.207223982,0.566202648,0.080342119,0.620466398,0.788067802,0.216466215,0.804385740,0.954778544,0.941788440,0.828797545,0.860060663,0.835121859,0.603364679,0.298777257,0.475822462,0.230544449,0.299711183,0.366162551,0.827582045,0.812337591,0.425939786,0.225956301,0.148772251,0.909805803,0.135738335,0.078181781,0.708541090,0.361297778,0.373579632,0.747218799,0.895098145,0.362740902,0.968274152
